"Teams","Game","Points","Conference","MaxPoints","MinPoints","MaxFinal","PointsLessGames","MaxPointsLessGames","MinPointsLessGames","MaxFinalLessGames"
"Thresholds",21,NA,"West",NA,-12,68,NA,NA,-33,47
"Thresholds",21,NA,"East",NA,-15,60,NA,NA,-36,39
"Thresholds",22,NA,"West",NA,-8,65,NA,NA,-30,43
"Thresholds",22,NA,"East",NA,-12,60,NA,NA,-34,38
"Thresholds",23,NA,"West",NA,-2,63,NA,NA,-25,40
"Thresholds",23,NA,"East",NA,-6,60,NA,NA,-29,37
"Thresholds",24,NA,"West",NA,1,60,NA,NA,-23,36
"Thresholds",24,NA,"East",NA,-2,57,NA,NA,-26,33
"Thresholds",25,NA,"West",NA,7,60,NA,NA,-18,35
"Thresholds",25,NA,"East",NA,1,57,NA,NA,-24,32
"Thresholds",26,NA,"West",NA,10,58,NA,NA,-16,32
"Thresholds",26,NA,"East",NA,5,54,NA,NA,-21,28
"Thresholds",27,NA,"West",NA,14,56,NA,NA,-13,29
"Thresholds",27,NA,"East",NA,9,51,NA,NA,-18,24
"Thresholds",28,NA,"West",NA,18,56,NA,NA,-10,28
"Thresholds",28,NA,"East",NA,15,51,NA,NA,-13,23
"Thresholds",29,NA,"West",NA,21,56,NA,NA,-8,27
"Thresholds",29,NA,"East",NA,18,49,NA,NA,-11,20
"Thresholds",30,NA,"West",NA,24,56,NA,NA,-6,26
"Thresholds",30,NA,"East",NA,21,49,NA,NA,-9,19
"Thresholds",31,NA,"West",NA,27,56,NA,NA,-4,25
"Thresholds",31,NA,"East",NA,24,49,NA,NA,-7,18
"Thresholds",32,NA,"West",NA,30,56,NA,NA,-2,24
"Thresholds",32,NA,"East",NA,27,49,NA,NA,-5,17
"Thresholds",33,NA,"West",NA,33,56,NA,NA,0,23
"Thresholds",33,NA,"East",NA,30,49,NA,NA,-3,16
"Thresholds",34,NA,"West",NA,36,56,NA,NA,2,22
"Thresholds",34,NA,"East",NA,33,49,NA,NA,-1,15
